,StartStation,ArriveStation,count,s_j,s_w,e_j,e_w,count_std
1222,大同,朔州,1,113.3096957,40.12605689,112.4549023,39.3221488,0.3990173030914594
1220,大同,宝鸡,1,113.3096957,40.12605689,107.1595178,34.37853136,0.3990173030914594
1219,大同,宁武,1,113.3096957,40.12605689,112.3255619,39.01241013,0.3990173030914594
1217,大同,北京,1,113.3096957,40.12605689,116.4337332,39.90979135,0.3990173030914594
1211,塘豹,怀化,1,109.6286879,26.2131023,109.9737082,27.56350944,0.3990173030914594
1210,塔河,加格达奇,1,124.7127293,52.34504703,124.1326131,50.42689826,0.3990173030914594
1208,塔城,乌鲁木齐,1,-1.0,-1.0,87.58966482,43.78527752,0.3990173030914594
1207,坪石,广州,1,113.0606377,25.29015136,113.2641069,23.15467406,0.3990173030914594
1206,图们北,吉林,1,129.8478038,42.97197152,126.5836551,43.8645571,0.3990173030914594
1205,固始,信阳,1,115.6760359,31.92132937,114.088659,32.13525607,0.3990173030914594
1203,四平,通化,1,124.3795566,43.17424352,125.9865807,41.75955854,0.3990173030914594
1200,嘉峪关,陇南,1,98.26089843,39.77090402,-1.0,-1.0,0.3990173030914594
1199,嘉峪关,镜铁山,1,98.26089843,39.77090402,97.95582209,39.32505648,0.3990173030914594
1198,嘉峪关,武威南,1,98.26089843,39.77090402,102.7440965,37.8212611,0.3990173030914594
1270,大连,牡丹江,1,121.639161,38.92851844,129.6194109,44.59623665,0.3990173030914594
1271,大连,珲春,1,121.639161,38.92851844,-1.0,-1.0,0.3990173030914594
1272,大连,白河,1,121.639161,38.92851844,128.1388188,42.45972128,0.3990173030914594
1273,大连,通化,1,121.639161,38.92851844,125.9865807,41.75955854,0.3990173030914594
1346,太原,北京,1,112.594152,37.86640734,116.4337332,39.90979135,0.3990173030914594
1345,太原,介休,1,112.594152,37.86640734,-1.0,-1.0,0.3990173030914594
1341,天津西,重庆西,1,117.1699861,39.1642329,106.435498,29.43649296,0.3990173030914594
1339,天津西,西安北,1,117.1699861,39.1642329,108.9693181,34.28284366,0.3990173030914594
1338,天津西,秦皇岛,1,117.1699861,39.1642329,-1.0,-1.0,0.3990173030914594
1337,天津西,福州,1,117.1699861,39.1642329,119.3265624,26.11982665,0.3990173030914594
1336,天津西,石家庄,1,117.1699861,39.1642329,114.4909897,38.01654849,0.3990173030914594
1334,天津西,杭州东,1,117.1699861,39.1642329,120.2193726,30.29735829,0.3990173030914594
1333,天津西,广州南,1,117.1699861,39.1642329,113.2759886,22.99449891,0.3990173030914594
1332,天津西,宁波,1,117.1699861,39.1642329,121.5428536,29.86758477,0.3990173030914594
1331,天津西,太原南,1,117.1699861,39.1642329,112.6170418,37.79764834,0.3990173030914594
1330,天津西,哈尔滨西,1,117.1699861,39.1642329,126.5844437,45.71280579,0.3990173030914594
1328,天津西,兰州西,1,117.1699861,39.1642329,103.7591595,36.07461705,0.3990173030914594
1326,天津西,上海,1,117.1699861,39.1642329,121.4621369,31.25561813,0.3990173030914594
1320,天津,西安,1,117.2167068,39.14138387,108.9693181,34.28284366,0.3990173030914594
1318,天津,石家庄北,1,117.2167068,39.14138387,114.4719005,38.072183,0.3990173030914594
1317,天津,潞城,1,117.2167068,39.14138387,113.2287127,36.32668555,0.3990173030914594
1313,天津,成都,1,117.2167068,39.14138387,104.0797802,30.70361284,0.3990173030914594
1307,天水南,中川机场,1,105.9047409,34.57169869,-1.0,-1.0,0.3990173030914594
1306,天水,武威,1,105.9047409,34.57169869,102.6303861,37.90982946,0.3990173030914594
1304,大连北,长春西,1,121.6138656,39.02285489,125.2065635,43.88331342,0.3990173030914594
1298,大连北,绥芬河,1,121.6138656,39.02285489,131.1642506,44.3985498,0.3990173030914594
1297,大连北,珲春,1,121.6138656,39.02285489,-1.0,-1.0,0.3990173030914594
1296,大连北,牡丹江,1,121.6138656,39.02285489,129.6194109,44.59623665,0.3990173030914594
1290,大连北,庄河北,1,121.6138656,39.02285489,-1.0,-1.0,0.3990173030914594
1288,大连北,大庆东,1,121.6138656,39.02285489,125.0188757,46.60391606,0.3990173030914594
1282,大连北,伊春,1,121.6138656,39.02285489,128.9336175,47.73473313,0.3990173030914594
1277,大连,黑河,1,121.639161,38.92851844,127.5069495,50.23935742,0.3990173030914594
1276,大连,鸡西,1,121.639161,38.92851844,130.9846981,45.31028143,0.3990173030914594
1197,嘉峪关,武威,1,98.26089843,39.77090402,102.6303861,37.90982946,0.3990173030914594
1191,嘉兴南,北京南,1,120.8063799,30.69664801,116.3854936,39.87101558,0.3990173030914594
1002,厦门北,湖州,1,118.0805353,24.64265118,120.0295292,30.86973255,0.3990173030914594
1045,合肥南,广州南,1,117.2969056,31.80434321,113.2759886,22.99449891,0.3990173030914594
1091,呼和浩特,东胜西,1,-1.0,-1.0,109.8836063,39.7303234,0.3990173030914594
1089,周口东,长治东,1,114.6720982,33.5849763,113.0776327,36.1942966,0.3990173030914594
1087,周口东,北京西,1,114.6720982,33.5849763,116.3275639,39.90092693,0.3990173030914594
1084,周口,北京西,1,114.6720982,33.5849763,116.3275639,39.90092693,0.3990173030914594
1083,周口,上海,1,114.6720982,33.5849763,121.4621369,31.25561813,0.3990173030914594
1078,吕梁,太原,1,111.144437,37.57407344,112.594152,37.86640734,0.3990173030914594
1077,同江,佳木斯,1,-1.0,-1.0,130.3896952,46.81085466,0.3990173030914594
1074,吉林,长春西,1,126.5836551,43.8645571,125.2065635,43.88331342,0.3990173030914594
1069,吉林,沈阳北,1,126.5836551,43.8645571,123.4424124,41.82534092,0.3990173030914594
1068,吉林,山河屯,1,126.5836551,43.8645571,127.2173131,44.70279592,0.3990173030914594
1065,吉林,图们北,1,126.5836551,43.8645571,129.8478038,42.97197152,0.3990173030914594
1056,吉安,南昌,1,115.0276377,27.11090796,115.9255942,28.66836716,0.3990173030914594
1050,合肥南,界首南,1,117.2969056,31.80434321,-1.0,-1.0,0.3990173030914594
1048,合肥南,深圳北,1,117.2969056,31.80434321,114.0354307,22.6155135,0.3990173030914594
1041,合肥南,厦门北,1,117.2969056,31.80434321,118.0805353,24.64265118,0.3990173030914594
1190,喀什,西安,1,76.05582813,39.49881439,108.9693181,34.28284366,0.3990173030914594
1040,合肥南,南京南,1,117.2969056,31.80434321,118.8045165,31.97440034,0.3990173030914594
1032,合肥,黄山,1,117.3240719,31.89161249,118.3287345,29.72837783,0.3990173030914594
1031,合肥,芜湖,1,117.3240719,31.89161249,118.4030414,31.35449817,0.3990173030914594
1029,合肥,广州东,1,117.3240719,31.89161249,113.3311109,23.1559198,0.3990173030914594
1028,合肥,宿松,1,117.3240719,31.89161249,116.1104851,30.23566481,0.3990173030914594
1025,合肥,东莞东,1,117.3240719,31.89161249,114.0454885,22.97358799,0.3990173030914594
1024,叶柏寿,锦州,1,119.6493613,41.39857483,121.1475405,41.12995798,0.3990173030914594
1023,叶柏寿,通辽,1,119.6493613,41.39857483,122.2775491,43.61141876,0.3990173030914594
1020,台州,北京南,1,121.2966677,28.69159806,116.3854936,39.87101558,0.3990173030914594
1018,古莲,齐齐哈尔,1,122.3854939,52.96687552,124.0014228,47.34600489,0.3990173030914594
1015,双鸭山,佳木斯,1,131.158816,46.65097316,130.3896952,46.81085466,0.3990173030914594
1014,双流机场,德阳,1,-1.0,-1.0,104.3965218,31.17206797,0.3990173030914594
1013,双城堡,绥化,1,126.2991219,45.40225417,127.0222425,46.65026779,0.3990173030914594
1006,厦门北,赣州,1,118.0805353,24.64265118,114.9709611,25.82482479,0.3990173030914594
1092,呼和浩特,临河,1,-1.0,-1.0,107.4355238,40.74963368,0.3990173030914594
1096,呼和浩特,兰州西,1,-1.0,-1.0,103.7591595,36.07461705,0.3990173030914594
1097,呼和浩特,北京西,1,-1.0,-1.0,116.3275639,39.90092693,0.3990173030914594
1098,呼和浩特,昆明,1,-1.0,-1.0,102.7283354,25.02160539,0.3990173030914594
1188,喀什,和田,1,76.05582813,39.49881439,79.91343764,37.16424063,0.3990173030914594
1186,商南,西安,1,110.9074946,33.53187933,108.9693181,34.28284366,0.3990173030914594
1185,商丘,成都东,1,115.6633285,34.44980009,104.1477187,30.63513395,0.3990173030914594
1184,商丘,开封北,1,115.6633285,34.44980009,114.3595232,34.7772426,0.3990173030914594
1182,商丘,北京南,1,115.6633285,34.44980009,116.3854936,39.87101558,0.3990173030914594
1181,商丘,兰州西,1,115.6633285,34.44980009,103.7591595,36.07461705,0.3990173030914594
1180,商丘,乌鲁木齐,1,115.6633285,34.44980009,87.58966482,43.78527752,0.3990173030914594
1169,哈尔滨西,盘锦,1,126.5844437,45.71280579,122.0676512,41.20401284,0.3990173030914594
1167,哈尔滨西,满洲里,1,126.5844437,45.71280579,117.4569304,49.59055304,0.3990173030914594
1159,哈尔滨西,天津西,1,126.5844437,45.71280579,117.1699861,39.1642329,0.3990173030914594
1148,哈尔滨东,龙镇,1,126.7174209,45.79423277,126.7240099,48.69210683,0.3990173030914594
1147,哈尔滨东,绥化,1,126.7174209,45.79423277,127.0222425,46.65026779,0.3990173030914594
1146,哈尔滨东,满洲里,1,126.7174209,45.79423277,117.4569304,49.59055304,0.3990173030914594
1144,哈尔滨东,海伦,1,126.7174209,45.79423277,127.0006867,47.47276609,0.3990173030914594
1143,哈尔滨东,抚远,1,126.7174209,45.79423277,134.40861,48.35213551,0.3990173030914594
1142,哈尔滨东,宝清,1,126.7174209,45.79423277,-1.0,-1.0,0.3990173030914594
1141,哈尔滨东,五常,1,126.7174209,45.79423277,127.1507215,44.92774855,0.3990173030914594
1140,哈尔滨东,七台河,1,126.7174209,45.79423277,130.9088073,45.81709663,0.3990173030914594
1130,哈尔滨,抚远,1,126.638843,45.76694434,134.40861,48.35213551,0.3990173030914594
1127,哈尔滨,北京,1,126.638843,45.76694434,116.4337332,39.90979135,0.3990173030914594
1126,哈尔滨,加格达奇,1,126.638843,45.76694434,124.1326131,50.42689826,0.3990173030914594
1124,哈尔滨,伊春,1,126.638843,45.76694434,128.9336175,47.73473313,0.3990173030914594
1123,哈尔滨,亚布力南,1,126.638843,45.76694434,128.4952915,44.79877005,0.3990173030914594
1119,咸宁南,汉口,1,114.3119549,29.84328763,-1.0,-1.0,0.3990173030914594
1115,和田,喀什,1,79.91343764,37.16424063,76.05582813,39.49881439,0.3990173030914594
1106,呼和浩特东,兴和北,1,-1.0,-1.0,113.8225457,40.85672783,0.3990173030914594
1104,呼和浩特,额济纳,1,-1.0,-1.0,101.0408282,41.90462529,0.3990173030914594
1102,呼和浩特,西安,1,-1.0,-1.0,108.9693181,34.28284366,0.3990173030914594
1101,呼和浩特,西宁,1,-1.0,-1.0,101.8204401,36.62613098,0.3990173030914594
664,北京西,南昌西,1,116.3275639,39.90092693,115.7990731,28.62877887,0.3990173030914594
660,北京西,十堰东,1,116.3275639,39.90092693,110.788215,32.60935165,0.3990173030914594
2878,睢宁,上海,1,-1.0,-1.0,121.4621369,31.25561813,0.3990173030914594
269,乌兰察布,清河,1,-1.0,-1.0,116.3214858,40.0478317,0.3990173030914594
306,乌鲁木齐,济南,1,87.58966482,43.78527752,116.9974535,36.67671802,0.3990173030914594
298,乌鲁木齐,奎屯,1,87.58966482,43.78527752,84.90724089,44.40972337,0.3990173030914594
297,乌鲁木齐,塔城,1,87.58966482,43.78527752,-1.0,-1.0,0.3990173030914594
289,乌鲁木齐,兰州,1,87.58966482,43.78527752,103.8576768,36.04118877,0.3990173030914594
286,乌鲁木齐,乌苏,1,87.58966482,43.78527752,-1.0,-1.0,0.3990173030914594
284,乌苏,乌鲁木齐,1,-1.0,-1.0,87.58966482,43.78527752,0.3990173030914594
280,乌海西,北京,1,-1.0,-1.0,116.4337332,39.90979135,0.3990173030914594
279,乌海西,包头东,1,-1.0,-1.0,110.0311654,40.57660052,0.3990173030914594
278,乌海西,包头,1,-1.0,-1.0,109.8423295,40.61247529,0.3990173030914594
277,乌审旗,包头东,1,-1.0,-1.0,110.0311654,40.57660052,0.3990173030914594
276,乌兰浩特,阿尔山,1,122.069636,46.07740311,119.9546128,47.17853242,0.3990173030914594
274,乌兰浩特,大连,1,122.069636,46.07740311,121.639161,38.92851844,0.3990173030914594
271,乌兰浩特,北京,1,122.069636,46.07740311,116.4337332,39.90979135,0.3990173030914594
270,乌兰察布,鄂尔多斯,1,-1.0,-1.0,-1.0,-1.0,0.3990173030914594
267,乌伊岭,伊春,1,129.4472022,48.6040044,128.9336175,47.73473313,0.3990173030914594
315,乌鲁木齐,阿勒泰,1,87.58966482,43.78527752,-1.0,-1.0,0.3990173030914594
265,义乌,杭州东,1,-1.0,-1.0,120.2193726,30.29735829,0.3990173030914594
264,丽江,桂林北,1,100.2586884,26.81708277,110.2892136,25.26723504,0.3990173030914594
262,丽江,昆明,1,100.2586884,26.81708277,102.7283354,25.02160539,0.3990173030914594
259,丽水,上海虹桥,1,119.9603831,28.44780736,121.3270978,31.19997528,0.3990173030914594
256,丹东,辽宁朝阳,1,124.3945562,40.13060834,-1.0,-1.0,0.3990173030914594
247,丹东,北京,1,124.3945562,40.13060834,116.4337332,39.90979135,0.3990173030914594
244,临河,呼和浩特,1,107.4355238,40.74963368,-1.0,-1.0,0.3990173030914594
242,临沂北,曲阜东,1,118.4499289,35.12313659,117.0754355,35.56191191,0.3990173030914594
238,临沂,枣庄西,1,118.3504794,35.04281615,117.2614837,34.79854701,0.3990173030914594
237,临汾西,太原南,1,111.472325,36.10730844,112.6170418,37.79764834,0.3990173030914594
236,临汾西,北京西,1,111.472325,36.10730844,116.3275639,39.90092693,0.3990173030914594
235,临汾,风陵渡,1,111.5437259,36.09309013,110.3169825,34.63790298,0.3990173030914594
234,临汾,韩城,1,111.5437259,36.09309013,110.4483387,35.49005041,0.3990173030914594
229,临汾,侯马,1,111.5437259,36.09309013,111.3649876,35.61896375,0.3990173030914594
309,乌鲁木齐,西安北,1,87.58966482,43.78527752,108.9693181,34.28284366,0.3990173030914594
316,乌鲁木齐,霍尔果斯,1,87.58966482,43.78527752,80.46029743,44.16150616,0.3990173030914594
659,北京西,北海,1,116.3275639,39.90092693,109.1348006,21.45850273,0.3990173030914594
345,井冈山,南昌,1,114.3037284,26.734121,115.9255942,28.66836716,0.3990173030914594
376,佳木斯,同江,1,130.3896952,46.81085466,-1.0,-1.0,0.3990173030914594
368,佛山西,深圳北,1,113.1104704,23.05302647,114.0354307,22.6155135,0.3990173030914594
366,余杭,上海虹桥,1,120.3026504,30.38674319,121.3270978,31.19997528,0.3990173030914594
365,伊春,哈尔滨,1,128.9336175,47.73473313,126.638843,45.76694434,0.3990173030914594
363,伊春,乌伊岭,1,128.9336175,47.73473313,129.4472022,48.6040044,0.3990173030914594
362,伊宁,重庆,1,81.50966716,43.96167639,106.5539902,29.5558374,0.3990173030914594
358,伊图里河,加格达奇,1,121.5592692,50.63440055,124.1326131,50.42689826,0.3990173030914594
357,从江,贵阳北,1,-1.0,-1.0,106.7099004,26.56252613,0.3990173030914594
356,介休,阳泉曲,1,-1.0,-1.0,113.5933599,37.86847234,0.3990173030914594
355,介休,太原,1,-1.0,-1.0,112.594152,37.86640734,0.3990173030914594
354,亳州南,黄山北,1,115.8039163,33.85413711,118.2798059,29.81957795,0.3990173030914594
348,亳州,苏州,1,115.8039163,33.85413711,120.6173271,31.3355563,0.3990173030914594
347,亳州,宁波,1,115.8039163,33.85413711,121.5428536,29.86758477,0.3990173030914594
346,亚布力南,哈尔滨,1,128.4952915,44.79877005,126.638843,45.76694434,0.3990173030914594
344,井冈山,北京西,1,114.3037284,26.734121,116.3275639,39.90092693,0.3990173030914594
318,乐山,成都东,1,103.5829561,29.75565701,104.1477187,30.63513395,0.3990173030914594
343,五常,哈尔滨东,1,127.1507215,44.92774855,126.7174209,45.79423277,0.3990173030914594
341,五女山,沈阳,1,125.3340992,41.2842683,123.3998531,41.80100261,0.3990173030914594
338,九江,麻城,1,116.0122543,29.71100469,114.9704589,31.15192827,0.3990173030914594
337,九江,长沙南,1,116.0122543,29.71100469,113.0718382,28.15265108,0.3990173030914594
336,九江,赣州西,1,116.0122543,29.71100469,114.9709611,25.82482479,0.3990173030914594
335,九江,福州,1,116.0122543,29.71100469,119.3265624,26.11982665,0.3990173030914594
333,九江,深圳北,1,116.0122543,29.71100469,114.0354307,22.6155135,0.3990173030914594
332,九江,深圳东,1,116.0122543,29.71100469,114.1252525,22.60748366,0.3990173030914594
331,九江,深圳,1,116.0122543,29.71100469,114.1236341,22.53793636,0.3990173030914594
328,九江,定南,1,116.0122543,29.71100469,115.0118803,24.78056943,0.3990173030914594
327,九江,厦门,1,116.0122543,29.71100469,118.1225949,24.47395893,0.3990173030914594
326,九江,南昌西,1,116.0122543,29.71100469,115.7990731,28.62877887,0.3990173030914594
320,乐山,绵阳,1,103.5829561,29.75565701,104.7239683,31.46498409,0.3990173030914594
319,乐山,成都南,1,103.5829561,29.75565701,104.074915,30.61228969,0.3990173030914594
228,临江,通化,1,-1.0,-1.0,125.9865807,41.75955854,0.3990173030914594
226,中川机场,天水南,1,-1.0,-1.0,105.9047409,34.57169869,0.3990173030914594
223,中堂,深圳机场,1,-1.0,-1.0,-1.0,-1.0,0.3990173030914594
58,上海,扬州,1,121.4621369,31.25561813,119.3576869,32.39546206,0.3990173030914594
125,上海虹桥,南平市,1,121.3270978,31.19997528,-1.0,-1.0,0.3990173030914594
124,上海虹桥,南宁东,1,121.3270978,31.19997528,108.321642,22.83292908,0.3990173030914594
118,上海虹桥,北京,1,121.3270978,31.19997528,116.4337332,39.90979135,0.3990173030914594
116,上海虹桥,六盘水,1,121.3270978,31.19997528,104.8581505,26.59708963,0.3990173030914594
111,上海虹桥,三门县,1,121.3270978,31.19997528,121.3698303,29.06123834,0.3990173030914594
106,上海南,衡阳,1,121.4359887,31.15901797,112.6376215,26.89569625,0.3990173030914594
103,上海南,海口,1,121.4359887,31.15901797,110.1689779,20.03367376,0.3990173030914594
101,上海南,永州,1,121.4359887,31.15901797,111.5774556,26.46019271,0.3990173030914594
93,上海南,广州,1,121.4359887,31.15901797,113.2641069,23.15467406,0.3990173030914594
91,上海南,南昌,1,121.4359887,31.15901797,115.9255942,28.66836716,0.3990173030914594
87,上海南,井冈山,1,121.4359887,31.15901797,114.3037284,26.734121,0.3990173030914594
69,上海,睢宁,1,121.4621369,31.25561813,-1.0,-1.0,0.3990173030914594
64,上海,泰州,1,121.4621369,31.25561813,119.986868,32.53532427,0.3990173030914594
62,上海,杭州,1,121.4621369,31.25561813,120.1894672,30.24987743,0.3990173030914594
54,上海,徐州,1,121.4621369,31.25561813,117.2139913,34.27110015,0.3990173030914594
220,中卫,武威,1,105.1967574,37.52790086,102.6303861,37.90982946,0.3990173030914594
52,上海,广州东,1,121.4621369,31.25561813,113.3311109,23.1559198,0.3990173030914594
50,上海,常州,1,121.4621369,31.25561813,119.9796455,31.79153653,0.3990173030914594
44,上海,天津西,1,121.4621369,31.25561813,117.1699861,39.1642329,0.3990173030914594
23,三门峡南,安阳东,1,111.1669302,34.75435122,114.4585509,36.09071308,0.3990173030914594
22,三门县,上海虹桥,1,121.3698303,29.06123834,121.3270978,31.19997528,0.3990173030914594
21,三江南,防城港北,1,106.7088734,28.95327672,108.3827513,21.71999891,0.3990173030914594
20,三江南,广州南,1,106.7088734,28.95327672,113.2759886,22.99449891,0.3990173030914594
19,三江南,南宁东,1,106.7088734,28.95327672,108.321642,22.83292908,0.3990173030914594
18,三江南,北海,1,106.7088734,28.95327672,109.1348006,21.45850273,0.3990173030914594
15,三明北,北京西,1,117.8132354,26.38205752,116.3275639,39.90092693,0.3990173030914594
14,三明,厦门北,1,117.6139757,26.24630682,118.0805353,24.64265118,0.3990173030914594
13,三明,厦门,1,117.6139757,26.24630682,118.1225949,24.47395893,0.3990173030914594
12,三明,南京南,1,117.6139757,26.24630682,118.8045165,31.97440034,0.3990173030914594
8,三亚,北京西,1,109.4993981,18.3023836,116.3275639,39.90092693,0.3990173030914594
126,上海虹桥,南昌,1,121.3270978,31.19997528,115.9255942,28.66836716,0.3990173030914594
130,上海虹桥,厦门,1,121.3270978,31.19997528,118.1225949,24.47395893,0.3990173030914594
132,上海虹桥,台州,1,121.3270978,31.19997528,121.2966677,28.69159806,0.3990173030914594
141,上海虹桥,奉化,1,121.3270978,31.19997528,121.4709957,29.63440103,0.3990173030914594
219,东营南,北京,1,118.478862,37.46155562,116.4337332,39.90979135,0.3990173030914594
218,东营,济南,1,118.478862,37.46155562,116.9974535,36.67671802,0.3990173030914594
214,东莞东,合肥,1,114.0454885,22.97358799,117.3240719,31.89161249,0.3990173030914594
212,东胜西,呼和浩特,1,109.8836063,39.7303234,-1.0,-1.0,0.3990173030914594
211,东胜西,北京西,1,109.8836063,39.7303234,116.3275639,39.90092693,0.3990173030914594
209,东方红,香坊,1,133.0971409,46.21228152,126.6859557,45.72713376,0.3990173030914594
208,东方红,牡丹江,1,133.0971409,46.21228152,129.6194109,44.59623665,0.3990173030914594
205,上饶,福州,1,118.0140937,28.49661068,119.3265624,26.11982665,0.3990173030914594
204,上饶,深圳北,1,118.0140937,28.49661068,114.0354307,22.6155135,0.3990173030914594
203,上饶,广州南,1,118.0140937,28.49661068,113.2759886,22.99449891,0.3990173030914594
202,上饶,广州东,1,118.0140937,28.49661068,113.3311109,23.1559198,0.3990173030914594
201,上饶,南昌,1,118.0140937,28.49661068,115.9255942,28.66836716,0.3990173030914594
195,上海虹桥,阜阳西,1,121.3270978,31.19997528,115.8745732,32.92100776,0.3990173030914594
192,上海虹桥,金华南,1,121.3270978,31.19997528,119.7406884,29.1235331,0.3990173030914594
189,上海虹桥,邵阳,1,121.3270978,31.19997528,111.4676555,27.21939368,0.3990173030914594
186,上海虹桥,贵阳北,1,121.3270978,31.19997528,106.7099004,26.56252613,0.3990173030914594
182,上海虹桥,蚌埠南,1,121.3270978,31.19997528,117.4482067,32.90790119,0.3990173030914594
181,上海虹桥,莆田,1,121.3270978,31.19997528,119.0692757,25.35648801,0.3990173030914594
179,上海虹桥,苏州,1,121.3270978,31.19997528,120.6173271,31.3355563,0.3990173030914594
176,上海虹桥,福州南,1,121.3270978,31.19997528,119.3971327,25.99185529,0.3990173030914594
172,上海虹桥,瑞安,1,121.3270978,31.19997528,120.5875624,27.77267036,0.3990173030914594
166,上海虹桥,济南西,1,121.3270978,31.19997528,116.8982263,36.67470433,0.3990173030914594
161,上海虹桥,江山,1,121.3270978,31.19997528,118.6503132,28.77755816,0.3990173030914594
157,上海虹桥,杭州,1,121.3270978,31.19997528,120.1894672,30.24987743,0.3990173030914594
156,上海虹桥,景德镇北,1,121.3270978,31.19997528,117.2283707,29.29119463,0.3990173030914594
152,上海虹桥,怀化南,1,121.3270978,31.19997528,109.9737082,27.56350944,0.3990173030914594
149,上海虹桥,平阳,1,121.3270978,31.19997528,-1.0,-1.0,0.3990173030914594
148,上海虹桥,常州,1,121.3270978,31.19997528,119.9796455,31.79153653,0.3990173030914594
143,上海虹桥,宁海,1,121.3270978,31.19997528,121.4263975,29.34249657,0.3990173030914594
379,佳木斯,大连,1,130.3896952,46.81085466,121.639161,38.92851844,0.3990173030914594
381,佳木斯,天津,1,130.3896952,46.81085466,117.2167068,39.14138387,0.3990173030914594
384,佳木斯,沈阳,1,130.3896952,46.81085466,123.3998531,41.80100261,0.3990173030914594
569,北京,烟台,1,116.4337332,39.90979135,121.3893737,37.55444989,0.3990173030914594
590,北京,齐齐哈尔南,1,116.4337332,39.90979135,124.0014228,47.34600489,0.3990173030914594
588,北京,韩城,1,116.4337332,39.90979135,110.4483387,35.49005041,0.3990173030914594
587,北京,鞍山,1,116.4337332,39.90979135,122.9927905,41.11806998,0.3990173030914594
586,北京,青岛北,1,116.4337332,39.90979135,120.3189288,36.07075992,0.3990173030914594
585,北京,长春西,1,116.4337332,39.90979135,125.2065635,43.88331342,0.3990173030914594
583,北京,银川,1,116.4337332,39.90979135,106.1811303,38.49835688,0.3990173030914594
582,北京,邯郸,1,116.4337332,39.90979135,114.4832224,36.60943951,0.3990173030914594
580,北京,通化,1,116.4337332,39.90979135,125.9865807,41.75955854,0.3990173030914594
578,北京,运城,1,116.4337332,39.90979135,110.9974318,35.03176109,0.3990173030914594
577,北京,赤峰南,1,116.4337332,39.90979135,118.9662055,42.26257881,0.3990173030914594
576,北京,衡水,1,116.4337332,39.90979135,115.6973163,37.75031988,0.3990173030914594
575,北京,菏泽,1,116.4337332,39.90979135,115.5132491,35.23672597,0.3990173030914594
572,北京,石家庄,1,116.4337332,39.90979135,114.4909897,38.01654849,0.3990173030914594
571,北京,珲春,1,116.4337332,39.90979135,-1.0,-1.0,0.3990173030914594
568,北京,满洲里,1,116.4337332,39.90979135,117.4569304,49.59055304,0.3990173030914594
542,北京,哈尔滨,1,116.4337332,39.90979135,126.638843,45.76694434,0.3990173030914594
567,北京,湛江,1,116.4337332,39.90979135,110.3969119,21.19320618,0.3990173030914594
566,北京,温州,1,116.4337332,39.90979135,120.6915818,27.98592789,0.3990173030914594
565,北京,清河城,1,116.4337332,39.90979135,-1.0,-1.0,0.3990173030914594
564,北京,海拉尔,1,116.4337332,39.90979135,119.74712,49.23503712,0.3990173030914594
563,北京,泰州,1,116.4337332,39.90979135,119.986868,32.53532427,0.3990173030914594
557,北京,昆明,1,116.4337332,39.90979135,102.7283354,25.02160539,0.3990173030914594
554,北京,抚顺北,1,116.4337332,39.90979135,123.9243187,41.89462329,0.3990173030914594
553,北京,承德,1,116.4337332,39.90979135,117.9608421,40.97163181,0.3990173030914594
552,北京,扬州,1,116.4337332,39.90979135,119.3576869,32.39546206,0.3990173030914594
551,北京,德州,1,116.4337332,39.90979135,116.294877,37.45554889,0.3990173030914594
550,北京,张家口,1,116.4337332,39.90979135,114.8893434,40.81623702,0.3990173030914594
549,北京,延吉,1,116.4337332,39.90979135,129.5034439,42.89294827,0.3990173030914594
548,北京,威海,1,116.4337332,39.90979135,122.1509449,37.43282054,0.3990173030914594
547,北京,太原,1,116.4337332,39.90979135,112.594152,37.86640734,0.3990173030914594
592,北京东,阜新南,1,116.4911765,39.90880868,121.6443036,41.99352579,0.3990173030914594
605,北京南,保定,1,116.3854936,39.87101558,115.4864201,38.86945201,0.3990173030914594
606,北京南,六安,1,116.3854936,39.87101558,116.5066848,31.72110826,0.3990173030914594
607,北京南,千岛湖,1,116.3854936,39.87101558,-1.0,-1.0,0.3990173030914594
653,北京西,临汾西,1,116.3275639,39.90092693,111.472325,36.10730844,0.3990173030914594
652,北京西,东胜西,1,116.3275639,39.90092693,109.8836063,39.7303234,0.3990173030914594
651,北京西,三明北,1,116.3275639,39.90092693,117.8132354,26.38205752,0.3990173030914594
650,北京西,三亚,1,116.3275639,39.90092693,109.4993981,18.3023836,0.3990173030914594
646,北京南,长春西,1,116.3854936,39.87101558,125.2065635,43.88331342,0.3990173030914594
645,北京南,荣成,1,116.3854936,39.87101558,-1.0,-1.0,0.3990173030914594
644,北京南,苍南,1,116.3854936,39.87101558,120.4180294,27.53411378,0.3990173030914594
643,北京南,芜湖,1,116.3854936,39.87101558,118.4030414,31.35449817,0.3990173030914594
642,北京南,绍兴北,1,116.3854936,39.87101558,120.5451386,30.1056859,0.3990173030914594
641,北京南,秦皇岛,1,116.3854936,39.87101558,-1.0,-1.0,0.3990173030914594
640,北京南,福州南,1,116.3854936,39.87101558,119.3971327,25.99185529,0.3990173030914594
637,北京南,牡丹江,1,116.3854936,39.87101558,129.6194109,44.59623665,0.3990173030914594
634,北京南,温州南,1,116.3854936,39.87101558,120.5915271,27.9719922,0.3990173030914594
633,北京南,淮北,1,116.3854936,39.87101558,116.8103461,33.97267381,0.3990173030914594
631,北京南,沧州西,1,116.3854936,39.87101558,116.774544,38.31267506,0.3990173030914594
630,北京南,沈阳南,1,116.3854936,39.87101558,123.3998531,41.80100261,0.3990173030914594
