,StartStation,ArriveStation,count,s_j,s_w,e_j,e_w,count_std
2670,温州南,六安,2,120.5915271,27.9719922,116.5066848,31.72110826,0.8062114010265249
2709,湛江西,肇庆东,2,110.2870213,21.22211413,112.4543567,23.08753543,0.8062114010265249
1944,承德南,大连北,2,117.9608421,40.97163181,121.6138656,39.02285489,0.8062114010265249
2967,福州南,福州 南,2,119.3971327,25.99185529,-1.0,-1.0,0.8062114010265249
1880,成都东,巴中,2,104.1477187,30.63513395,106.7723438,31.87921601,0.8062114010265249
2662,温州,武昌,2,120.6915818,27.98592789,114.3242621,30.53460349,0.8062114010265249
2964,福州南,武汉,2,119.3971327,25.99185529,114.4308852,30.61318746,0.8062114010265249
1916,成都东,长沙,2,104.1477187,30.63513395,113.019607,28.19959597,0.8062114010265249
2956,福州,长沙南,2,119.3265624,26.11982665,113.0718382,28.15265108,0.8062114010265249
2693,湘潭,张家界西,2,112.9196331,27.88092705,110.493057,29.11056812,0.8062114010265249
2708,湛江西,珠海,2,110.2870213,21.22211413,113.5558925,22.22127138,0.8062114010265249
2697,湛江,南宁,2,110.3969119,21.19320618,108.321642,22.83292908,0.8062114010265249
2961,福州南,广州南,2,119.3971327,25.99185529,113.2759886,22.99449891,0.8062114010265249
2663,温州,沈阳北,2,120.6915818,27.98592789,123.4424124,41.82534092,0.8062114010265249
2698,湛江,成都东,2,110.3969119,21.19320618,104.1477187,30.63513395,0.8062114010265249
3235,许昌东,上海虹桥,2,113.894581,34.05444788,121.3270978,31.19997528,0.8062114010265249
2712,满归,海拉尔,2,122.0810432,52.04309792,119.74712,49.23503712,0.8062114010265249
2667,温州,郑州,2,120.6915818,27.98592789,113.6661637,34.75253549,0.8062114010265249
2666,温州,贵阳,2,120.6915818,27.98592789,106.7099004,26.56252613,0.8062114010265249
2965,福州南,永安南,2,119.3971327,25.99185529,117.3849206,25.98049642,0.8062114010265249
1885,成都东,成  都东,2,104.1477187,30.63513395,-1.0,-1.0,0.8062114010265249
2711,溧阳,上海虹桥,2,119.5095897,31.39222912,121.3270978,31.19997528,0.8062114010265249
1943,承德,邯郸,2,117.9608421,40.97163181,114.4832224,36.60943951,0.8062114010265249
1887,成都东,杭州,2,104.1477187,30.63513395,120.1894672,30.24987743,0.8062114010265249
2691,温州南,黄山北,2,120.5915271,27.9719922,118.2798059,29.81957795,0.8062114010265249
2665,温州,西安,2,120.6915818,27.98592789,108.9693181,34.28284366,0.8062114010265249
1893,成都东,沈阳北,2,104.1477187,30.63513395,123.4424124,41.82534092,0.8062114010265249
1940,承德,昌平北,2,117.9608421,40.97163181,116.2395661,40.23754638,0.8062114010265249
1872,成都东,南宁东,2,104.1477187,30.63513395,108.321642,22.83292908,0.8062114010265249
1902,成都东,福州南,2,104.1477187,30.63513395,119.3971327,25.99185529,0.8062114010265249
3232,西安南,宜昌东,2,109.1081587,34.09866915,111.377275,30.66404385,0.8062114010265249
2963,福州南,建宁县北,2,119.3971327,25.99185529,116.877675,26.92163595,0.8062114010265249
2684,温州南,淮安东,2,120.5915271,27.9719922,119.0397358,33.65444828,0.8062114010265249
1905,成都东,绵阳,2,104.1477187,30.63513395,104.7239683,31.46498409,0.8062114010265249
1891,成都东,汉口,2,104.1477187,30.63513395,-1.0,-1.0,0.8062114010265249
1857,成都,离堆公园,2,104.0797802,30.70361284,103.6303675,30.99955796,0.8062114010265249
2969,福州南,长汀南,2,119.3971327,25.99185529,116.3508295,25.83536734,0.8062114010265249
2952,福州,郑州东,2,119.3265624,26.11982665,113.7855473,34.76545884,0.8062114010265249
2668,温州,青岛北,2,120.6915818,27.98592789,120.3189288,36.07075992,0.8062114010265249
1890,成都东,武汉,2,104.1477187,30.63513395,114.4308852,30.61318746,0.8062114010265249
2953,福州,重庆北,2,119.3265624,26.11982665,106.5574405,29.61373264,0.8062114010265249
1906,成都东,苍南,2,104.1477187,30.63513395,120.4180294,27.53411378,0.8062114010265249
1877,成都东,宜兴,2,104.1477187,30.63513395,119.8197261,31.31821939,0.8062114010265249
3222,西安北,荣成,2,108.9693181,34.28284366,-1.0,-1.0,0.8062114010265249
2955,福州,长汀南,2,119.3265624,26.11982665,116.3508295,25.83536734,0.8062114010265249
3221,西安北,福州,2,108.9693181,34.28284366,119.3265624,26.11982665,0.8062114010265249
2722,漯河,上海,2,114.0489329,33.57722641,121.4621369,31.25561813,0.8062114010265249
1907,成都东,西宁,2,104.1477187,30.63513395,101.8204401,36.62613098,0.8062114010265249
1939,承德,平泉,2,117.9608421,40.97163181,118.706445,41.00564653,0.8062114010265249
2721,漠河,哈尔滨,2,122.5182917,52.99598278,126.638843,45.76694434,0.8062114010265249
3217,西安北,武汉,2,108.9693181,34.28284366,114.4308852,30.61318746,0.8062114010265249
3269,贵阳北,广元,2,106.7099004,26.56252613,105.8280546,32.4563626,0.8062114010265249
2740,炎陵,长沙,2,113.7902503,26.5062328,113.019607,28.19959597,0.8062114010265249
2866,盐城,济南西,2,120.1804398,33.38881313,116.8982263,36.67470433,0.8062114010265249
2840,界首南,上海,2,-1.0,-1.0,121.4621369,31.25561813,0.8062114010265249
2841,界首南,上海虹桥,2,-1.0,-1.0,121.3270978,31.19997528,0.8062114010265249
2842,界首南,安庆,2,-1.0,-1.0,117.0719849,30.5546491,0.8062114010265249
2843,界首南,杭州东,2,-1.0,-1.0,120.2193726,30.29735829,0.8062114010265249
1712,广州南,济南西,2,113.2759886,22.99449891,116.8982263,36.67470433,0.8062114010265249
1711,广州南,汕尾,2,113.2759886,22.99449891,115.4351769,22.8166058,0.8062114010265249
2901,石家庄,通辽,2,114.4909897,38.01654849,122.2775491,43.61141876,0.8062114010265249
1708,广州南,永州,2,113.2759886,22.99449891,111.5774556,26.46019271,0.8062114010265249
2846,白云鄂博,包头东,2,109.9645713,41.77902066,110.0311654,40.57660052,0.8062114010265249
2850,白城,青岛北,2,122.8696994,45.62267449,120.3189288,36.07075992,0.8062114010265249
2851,白山市,吉林,2,126.4638213,41.95936047,126.5836551,43.8645571,0.8062114010265249
2896,石家庄,牡丹江,2,114.4909897,38.01654849,129.6194109,44.59623665,0.8062114010265249
2856,百色,南宁东,2,106.670857,23.89155881,108.321642,22.83292908,0.8062114010265249
2858,百色,柳州,2,106.670857,23.89155881,109.3956244,24.31336336,0.8062114010265249
2893,石家庄,济南西,2,114.4909897,38.01654849,116.8982263,36.67470433,0.8062114010265249
2892,石家庄,沈阳,2,114.4909897,38.01654849,123.3998531,41.80100261,0.8062114010265249
2862,盐城,北京南,2,120.1804398,33.38881313,116.3854936,39.87101558,0.8062114010265249
1696,广州南,宣城,2,113.2759886,22.99449891,118.7802673,30.95275599,0.8062114010265249
1695,广州南,宜昌东,2,113.2759886,22.99449891,111.377275,30.66404385,0.8062114010265249
2865,盐城,沈阳,2,120.1804398,33.38881313,123.3998531,41.80100261,0.8062114010265249
3304,赣州,福州南,2,114.9709611,25.82482479,119.3971327,25.99185529,0.8062114010265249
2903,石家庄,邯郸,2,114.4909897,38.01654849,114.4832224,36.60943951,0.8062114010265249
2834,瑞金,北京西,2,116.0616941,25.8699069,116.3275639,39.90092693,0.8062114010265249
2832,珲春,齐齐哈尔南,2,-1.0,-1.0,124.0014228,47.34600489,0.8062114010265249
1734,广州南,青岛,2,113.2759886,22.99449891,120.3189288,36.07075992,0.8062114010265249
1747,延吉西,哈尔滨西,2,129.5034439,42.89294827,126.5844437,45.71280579,0.8062114010265249
1746,延吉西,丹东,2,129.5034439,42.89294827,124.3945562,40.13060834,0.8062114010265249
3290,贵阳北,长沙南,2,106.7099004,26.56252613,113.0718382,28.15265108,0.8062114010265249
2917,福州,乌鲁木齐,2,119.3265624,26.11982665,87.58966482,43.78527752,0.8062114010265249
2812,珠海,上海虹桥,2,113.5558925,22.22127138,121.3270978,31.19997528,0.8062114010265249
2814,珠海,北京西,2,113.5558925,22.22127138,116.3275639,39.90092693,0.8062114010265249
3294,赣州,上海虹桥,2,114.9709611,25.82482479,121.3270978,31.19997528,0.8062114010265249
1736,庄河北,大连,2,-1.0,-1.0,121.639161,38.92851844,0.8062114010265249
3296,赣州,南京,2,114.9709611,25.82482479,118.8047545,32.09280914,0.8062114010265249
2817,珠海,怀化南,2,113.5558925,22.22127138,109.9737082,27.56350944,0.8062114010265249
2831,珲春,长春西,2,-1.0,-1.0,125.2065635,43.88331342,0.8062114010265249
2819,珠海,昆明南,2,113.5558925,22.22127138,102.7283354,25.02160539,0.8062114010265249
1732,广州南,防城港北,2,113.2759886,22.99449891,108.3827513,21.71999891,0.8062114010265249
2821,珠海,梅州西,2,113.5558925,22.22127138,116.1377335,24.26543276,0.8062114010265249
2822,珠海,湛江西,2,113.5558925,22.22127138,110.2870213,21.22211413,0.8062114010265249
1728,广州南,邵阳,2,113.2759886,22.99449891,111.4676555,27.21939368,0.8062114010265249
1725,广州南,襄阳东,2,113.2759886,22.99449891,112.2329364,32.1029142,0.8062114010265249
3298,赣州,厦门,2,114.9709611,25.82482479,118.1225949,24.47395893,0.8062114010265249
1720,广州南,福州南,2,113.2759886,22.99449891,119.3971327,25.99185529,0.8062114010265249
1719,广州南,福州,2,113.2759886,22.99449891,119.3265624,26.11982665,0.8062114010265249
3305,赣州,福鼎,2,114.9709611,25.82482479,120.1960735,27.2883882,0.8062114010265249
2891,石家庄,杭州东,2,114.4909897,38.01654849,120.2193726,30.29735829,0.8062114010265249
1856,成都,福州,2,104.0797802,30.70361284,119.3265624,26.11982665,0.8062114010265249
2868,盐城,荣成,2,120.1804398,33.38881313,-1.0,-1.0,0.8062114010265249
3315,赣榆,南京,2,-1.0,-1.0,118.8047545,32.09280914,0.8062114010265249
2877,眉山东,绵阳,2,103.8191035,30.07088349,104.7239683,31.46498409,0.8062114010265249
3316,赤峰,丹东,2,118.9662055,42.26257881,124.3945562,40.13060834,0.8062114010265249
1650,广州,长春,2,113.2641069,23.15467406,125.330733,43.91760214,0.8062114010265249
1649,广州,银川,2,113.2641069,23.15467406,106.1811303,38.49835688,0.8062114010265249
1648,广州,重庆西,2,113.2641069,23.15467406,106.435498,29.43649296,0.8062114010265249
2886,石家庄,威海,2,114.4909897,38.01654849,122.1509449,37.43282054,0.8062114010265249
1646,广州,郁南,2,113.2641069,23.15467406,-1.0,-1.0,0.8062114010265249
1645,广州,达州,2,113.2641069,23.15467406,107.4596849,31.20454223,0.8062114010265249
1644,广州,贵阳北,2,113.2641069,23.15467406,106.7099004,26.56252613,0.8062114010265249
1643,广州,贵阳,2,113.2641069,23.15467406,106.7099004,26.56252613,0.8062114010265249
1642,广州,西安,2,113.2641069,23.15467406,108.9693181,34.28284366,0.8062114010265249
2879,石家庄,上海,2,114.4909897,38.01654849,121.4621369,31.25561813,0.8062114010265249
1639,广州,绵阳,2,113.2641069,23.15467406,104.7239683,31.46498409,0.8062114010265249
1637,广州,温州,2,113.2641069,23.15467406,120.6915818,27.98592789,0.8062114010265249
2881,石家庄,佳木斯,2,114.4909897,38.01654849,130.3896952,46.81085466,0.8062114010265249
1634,广州,洛阳,2,113.2641069,23.15467406,112.4427408,34.69176726,0.8062114010265249
1633,广州,汉中,2,113.2641069,23.15467406,107.0367214,33.09553543,0.8062114010265249
1632,广州,桂林北,2,113.2641069,23.15467406,110.2892136,25.26723504,0.8062114010265249
1631,广州,景德镇北,2,113.2641069,23.15467406,117.2283707,29.29119463,0.8062114010265249
1630,广州,昆明,2,113.2641069,23.15467406,102.7283354,25.02160539,0.8062114010265249
3314,赣州西,长沙南,2,114.9709611,25.82482479,113.0718382,28.15265108,0.8062114010265249
2887,石家庄,宁波,2,114.4909897,38.01654849,121.5428536,29.86758477,0.8062114010265249
1656,广州东,厦门北,2,113.3311109,23.1559198,118.0805353,24.64265118,0.8062114010265249
1670,广州东,襄阳,2,113.3311109,23.1559198,112.1612316,32.06431898,0.8062114010265249
2869,盐城,贵阳北,2,120.1804398,33.38881313,106.7099004,26.56252613,0.8062114010265249
2870,盐城,重庆西,2,120.1804398,33.38881313,106.435498,29.43649296,0.8062114010265249
1682,广州南,六盘水,2,113.2759886,22.99449891,104.8581505,26.59708963,0.8062114010265249
1676,广州南,万州北,2,113.2759886,22.99449891,108.4063093,30.76104248,0.8062114010265249
1674,广州东,龙川,2,113.3311109,23.1559198,115.2440228,24.11807124,0.8062114010265249
1673,广州东,鹰潭,2,113.3311109,23.1559198,117.0344131,28.24103496,0.8062114010265249
2871,盐城,青岛,2,120.1804398,33.38881313,120.3189288,36.07075992,0.8062114010265249
1672,广州东,饶平,2,113.3311109,23.1559198,116.939782,23.7172814,0.8062114010265249
1671,广州东,青岛北,2,113.3311109,23.1559198,120.3189288,36.07075992,0.8062114010265249
2890,石家庄,杭州,2,114.4909897,38.01654849,120.1894672,30.24987743,0.8062114010265249
1657,广州东,合肥,2,113.3311109,23.1559198,117.3240719,31.89161249,0.8062114010265249
2889,石家庄,承德,2,114.4909897,38.01654849,117.9608421,40.97163181,0.8062114010265249
2875,眉山东,成都东,2,103.8191035,30.07088349,104.1477187,30.63513395,0.8062114010265249
1666,广州东,沈阳北,2,113.3311109,23.1559198,123.4424124,41.82534092,0.8062114010265249
1664,广州东,汉口,2,113.3311109,23.1559198,-1.0,-1.0,0.8062114010265249
1662,广州东,梅州,2,113.3311109,23.1559198,116.1377335,24.26543276,0.8062114010265249
1661,广州东,徐州,2,113.3311109,23.1559198,117.2139913,34.27110015,0.8062114010265249
1660,广州东,大埔,2,113.3311109,23.1559198,116.5837417,24.41550991,0.8062114010265249
1659,广州东,大同,2,113.3311109,23.1559198,113.3096957,40.12605689,0.8062114010265249
1658,广州东,哈尔滨西,2,113.3311109,23.1559198,126.5844437,45.71280579,0.8062114010265249
2807,玉溪,北京西,2,102.53351,24.35821732,116.3275639,39.90092693,0.8062114010265249
2919,福州,兰州西,2,119.3265624,26.11982665,103.7591595,36.07461705,0.8062114010265249
1751,延吉西,青岛北,2,129.5034439,42.89294827,120.3189288,36.07075992,0.8062114010265249
1752,延安,上海,2,109.4877468,36.56351411,121.4621369,31.25561813,0.8062114010265249
2754,烟台,荣成,2,121.3893737,37.55444989,-1.0,-1.0,0.8062114010265249
1835,惠州,达州,2,114.4230691,23.1578736,107.4596849,31.20454223,0.8062114010265249
1834,惠州,武昌,2,114.4230691,23.1578736,114.3242621,30.53460349,0.8062114010265249
1833,惠东,广州南,2,114.8011515,22.84981957,113.2759886,22.99449891,0.8062114010265249
3247,贵阳,宁波,2,106.7099004,26.56252613,121.5428536,29.86758477,0.8062114010265249
3248,贵阳,广州,2,106.7099004,26.56252613,113.2641069,23.15467406,0.8062114010265249
2756,烟台,襄阳东,2,121.3893737,37.55444989,112.2329364,32.1029142,0.8062114010265249
2757,烟台,郑州,2,121.3893737,37.55444989,113.6661637,34.75253549,0.8062114010265249
1826,怀化南,珠海,2,109.9737082,27.56350944,113.5558925,22.22127138,0.8062114010265249
1825,怀化南,深圳坪山,2,109.9737082,27.56350944,114.3327665,22.71393773,0.8062114010265249
2758,烟台,长沙南,2,121.3893737,37.55444989,113.0718382,28.15265108,0.8062114010265249
3251,贵阳,温州,2,106.7099004,26.56252613,120.6915818,27.98592789,0.8062114010265249
3253,贵阳,纳雍,2,106.7099004,26.56252613,-1.0,-1.0,0.8062114010265249
2941,福州,沈阳南,2,119.3265624,26.11982665,123.3998531,41.80100261,0.8062114010265249
2763,焦作,上海虹桥,2,113.2415024,35.22861387,121.3270978,31.19997528,0.8062114010265249
1818,怀化,深圳西,2,109.9737082,27.56350944,113.9139657,22.53438222,0.8062114010265249
1812,怀化,上海南,2,109.9737082,27.56350944,121.4359887,31.15901797,0.8062114010265249
3260,贵阳北,兰州,2,106.7099004,26.56252613,103.8576768,36.04118877,0.8062114010265249
2764,焦作,南阳寨,2,113.2415024,35.22861387,-1.0,-1.0,0.8062114010265249
1806,德阳,峨眉山,2,104.3965218,31.17206797,-1.0,-1.0,0.8062114010265249
3264,贵阳北,南京南,2,106.7099004,26.56252613,118.8045165,31.97440034,0.8062114010265249
1837,成都,上海南,2,104.0797802,30.70361284,121.4359887,31.15901797,0.8062114010265249
2751,烟台,杭州东,2,121.3893737,37.55444989,120.2193726,30.29735829,0.8062114010265249
1838,成都,东莞东,2,104.0797802,30.70361284,114.0454885,22.97358799,0.8062114010265249
2745,烟台,太原,2,121.3893737,37.55444989,112.594152,37.86640734,0.8062114010265249
1855,成都,海拉尔,2,104.0797802,30.70361284,119.74712,49.23503712,0.8062114010265249
1854,成都,沈阳北,2,104.0797802,30.70361284,123.4424124,41.82534092,0.8062114010265249
2741,烟台,上海虹桥,2,121.3893737,37.55444989,121.3270978,31.19997528,0.8062114010265249
1853,成都,格尔木,2,104.0797802,30.70361284,94.91371095,36.38849969,0.8062114010265249
2742,烟台,佳木斯,2,121.3893737,37.55444989,130.3896952,46.81085466,0.8062114010265249
2744,烟台,北京南,2,121.3893737,37.55444989,116.3854936,39.87101558,0.8062114010265249
1852,成都,拉萨,2,104.0797802,30.70361284,91.07681021,29.62879758,0.8062114010265249
1851,成都,扬州,2,104.0797802,30.70361284,119.3576869,32.39546206,0.8062114010265249
3245,贵阳,北京西,2,106.7099004,26.56252613,116.3275639,39.90092693,0.8062114010265249
1848,成都,巴中,2,104.0797802,30.70361284,106.7723438,31.87921601,0.8062114010265249
1839,成都,乌鲁木齐,2,104.0797802,30.70361284,87.58966482,43.78527752,0.8062114010265249
1847,成都,宁波,2,104.0797802,30.70361284,121.5428536,29.86758477,0.8062114010265249
1845,成都,喀什,2,104.0797802,30.70361284,76.05582813,39.49881439,0.8062114010265249
1844,成都,哈尔滨,2,104.0797802,30.70361284,126.638843,45.76694434,0.8062114010265249
1843,成都,呼和浩特东,2,104.0797802,30.70361284,-1.0,-1.0,0.8062114010265249
1842,成都,南宁,2,104.0797802,30.70361284,108.321642,22.83292908,0.8062114010265249
2746,烟台,宝鸡,2,121.3893737,37.55444989,107.1595178,34.37853136,0.8062114010265249
2943,福州,洛阳,2,119.3265624,26.11982665,112.4427408,34.69176726,0.8062114010265249
2748,烟台,成都东,2,121.3893737,37.55444989,104.1477187,30.63513395,0.8062114010265249
2749,烟台,昆明,2,121.3893737,37.55444989,102.7283354,25.02160539,0.8062114010265249
3265,贵阳北,厦门北,2,106.7099004,26.56252613,118.0805353,24.64265118,0.8062114010265249
3266,贵阳北,太原南,2,106.7099004,26.56252613,112.6170418,37.79764834,0.8062114010265249
3267,贵阳北,宁波,2,106.7099004,26.56252613,121.5428536,29.86758477,0.8062114010265249
2799,犀浦,都江堰,2,103.9788295,30.76328592,103.6448454,30.9633232,0.8062114010265249
2783,牡丹江,哈尔滨西,2,129.6194109,44.59623665,126.5844437,45.71280579,0.8062114010265249
3281,贵阳北,济南东,2,106.7099004,26.56252613,117.0361065,36.6868321,0.8062114010265249
